date,open,high,low,close,volume
2022-09-30 10:03:01.645808,101.08729230497488,102.43071606003586,100.87485070463319,101.04889100241274,1690778
2022-10-01 10:03:01.645808,101.09183299045935,101.51234648875251,99.34386414304103,100.82024543352324,5044064
2022-10-02 10:03:01.645808,101.71542444638689,104.14963208106995,101.72655118300423,102.18582339230875,9566765
2022-10-03 10:03:01.645808,105.48829476848114,106.96178126036386,104.01161335931039,105.3990424250925,7634699
2022-10-04 10:03:01.645808,104.21716116324177,106.44958996967488,104.83863005726094,104.95907197137993,3350959
2022-10-05 10:03:01.645808,104.46284513939499,106.20046828521109,103.2865141562151,104.52097241984796,6959322
2022-10-06 10:03:01.645808,107.44103853935546,111.22771861280019,105.44292602849201,107.92882699663843,7036207
2022-10-07 10:03:01.645808,109.24971947983421,109.79650782374009,107.91370660453745,109.65298474771564,4343867
2022-10-08 10:03:01.645808,109.35425439495593,110.28412648466929,108.04394201023038,108.68254563036497,7362473
2022-10-09 10:03:01.645808,110.52305324968405,110.00417572123531,108.54129748001124,109.92325146561876,3642800
2022-10-10 10:03:01.645808,109.2954883174436,110.65856171836585,108.1362201422846,108.96361884728418,9181311
2022-10-11 10:03:01.645808,107.41748019618633,108.09519389707525,106.91878446365523,108.00736933721507,2658332
2022-10-12 10:03:01.645808,108.41380245632071,109.21824512615764,107.85330023221445,108.58558944640038,5451441
2022-10-13 10:03:01.645808,105.19547303694924,105.29832078238793,103.68747630864382,104.56125792944356,6018768
2022-10-14 10:03:01.645808,101.1377123682213,103.06297936202677,99.84108302844852,101.06609849046282,1771279
2022-10-15 10:03:01.645808,101.14538271291984,101.90406525842793,99.97924130547119,99.98588166824842,9076818
2022-10-16 10:03:01.645808,98.22266844552503,98.27076039373648,98.01431793912998,98.02988393479846,5074999
2022-10-17 10:03:01.645808,98.7920466273213,99.73846420649312,98.31379210181369,98.69727300691652,1663431
2022-10-18 10:03:01.645808,96.81965851268744,97.25115196674925,96.38745282220604,96.96953290842755,9966309
2022-10-19 10:03:01.645808,94.37896718846825,94.55980344475486,94.1110596473946,94.31599197395005,2588404
2022-10-20 10:03:01.645808,97.09608904366752,97.93099247758242,96.04351499071326,97.17016664071141,9641123
2022-10-21 10:03:01.645808,97.12341614764622,97.45001527993111,96.67699861238697,96.78075966935431,4892825
2022-10-22 10:03:01.645808,97.42383388784233,100.2825696318026,95.4924235323588,96.96002448752397,6353374
2022-10-23 10:03:01.645808,93.91274639075512,95.63431614017281,93.30771268579454,94.28327469180479,3871083
2022-10-24 10:03:01.645808,92.68788196000838,93.661312753422,92.40526055756081,93.30896178395369,9998331
2022-10-25 10:03:01.645808,92.70395871188578,93.97017312336538,92.01451859685238,93.56296278684916,5738379
2022-10-26 10:03:01.645808,91.71183868749158,93.32863578698984,89.82297549215377,91.4794847632408,9671734
2022-10-27 10:03:01.645808,91.70680540610985,95.0635674387833,92.20988359284111,92.21554316057768,7542224
2022-10-28 10:03:01.645808,90.17868713616134,91.69415663016348,89.86532814594986,91.15997439278138,3644046
2022-10-29 10:03:01.645808,90.85120483183844,91.47290466910283,90.54491267250148,90.67503294300448,7403679
2022-10-30 10:03:01.645808,90.75248587661679,92.20857843422026,88.65128467343311,89.63518353018799,6814104
2022-10-31 10:03:01.645808,93.0617382363409,94.35780153391195,92.8184088829692,93.06456316999342,4763302
2022-11-01 10:03:01.645808,93.47623430708684,93.20857664356059,92.34770476875906,93.08597564802834,1926097
2022-11-02 10:03:01.645808,91.22038391665598,92.58239866923402,90.62031037820516,91.18307665329131,2983438
2022-11-03 10:03:01.645808,92.69602992697119,94.25890929491177,91.92921569005735,92.74188599168124,6193951
2022-11-04 10:03:01.645808,90.96621719487807,91.4586624085633,90.00470316656921,90.55010483544638,1383609
2022-11-05 10:03:01.645808,90.8425862309053,92.18260464256122,90.80720320996485,90.97462431893987,4105003
2022-11-06 10:03:01.645808,87.63875249029584,89.20589398302519,86.99652050998814,87.52173928829636,2863082
2022-11-07 10:03:01.645808,85.40722399602454,85.28191711490514,84.18773952794443,85.27006802693231,3510963
2022-11-08 10:03:01.645808,85.3631638608948,86.57915430387479,84.83122900449503,85.6492711630223,2753313
2022-11-09 10:03:01.645808,87.39848927072833,87.03197002079914,85.93872695136876,86.96711397035055,3386149
2022-11-10 10:03:01.645808,87.23295910018972,88.40540443858318,87.02131697014627,87.30933720216035,4481591
2022-11-11 10:03:01.645808,86.82187131588542,87.24239869981035,85.2585137279036,87.15119177251597,6766392
